REGIÓN,METROPOLITANA,DISTRITO,ESTACIÓN,BARRIO,ZONA,NRO INTEGRANTES,ESTADO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA RAFAEL URIBE,CENTENARIO,RURAL,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ENGATIVA,LA RIVIERA,URBANA,17,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TEUSAQUILLO,EL CAMPIN,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,ACACIAS,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA MARTIRES,PALOQUEMAO,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CANDELARIA,LA CATEDRAL E-17,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,CHICO,URBANA,43,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USAQUEN,ARANJUEZ,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USAQUEN,SAN PATRICIO E-1,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USAQUEN,CONTADOR E-1,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,EL NOGAL,URBANA,7,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,CHAPINERO,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA RAFAEL URIBE,DIANA TURBAY E-18,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ANTONIO NARIÑO,LA FRAGUITA E-15,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,LA CABRERA,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TUNJUELITO,SAN CARLOS E-6,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,PORVENIR,URBANA,36,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,BOSA SAN ANTONIO,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,BOSA VILLA ANNY,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,PORVENIR,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ENGATIVA,BARRIO MINUTO DE DIOS,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SANTA FE,SAN VICTORINO E-3,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,PUENTE ARANDA,URBANA,7,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,SANTA RITA,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,SANTA RITA E-16,URBANA,34,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,BOCHICA CENTRAL,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BARRIOS UNIDOS,POLO CLUB,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TEUSAQUILLO,DIVINO SALVADOR E-13,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,BOSA-LA PAZ,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,BARRANQUILLITA,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,VILLA NUEVA   E-8,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SANTA FE,VERACRUZ E-3,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA RAFAEL URIBE,PALERMO SUR E-18,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,CASTILLA,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CANDELARIA,BARRIO LA CONCORDIA,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CANDELARIA,SANTA BARBARA,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,OLARTE E-7,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SAN CRISTOBAL,BARRIO SANTA ANA,URBANA,127,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,SANTO DOMINGO,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,EL EDEN 1-2-3-4,URBANA,17,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,EL BOSQUE MOCARI,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,VILLA DIANA,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,VEREDA LA ARABIA,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BARRIOS UNIDOS,LA CASTELLANA,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BARRIOS UNIDOS,SAN FERNANDO,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,CUNDINAMARCA,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,COLONIA ORIENTAL,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,SANTO DOMINGO E-19,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USAQUEN,VERBENAL,URBANA,24,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SANTA FE,GRAN COLOMBIA,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TEUSAQUILLO,BARRIO  PALERMO,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,BOSA LA LIBERTAD,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USME,MARICHUELA E-5,URBANA,28,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USME,MARICHUELA,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA RAFAEL URIBE,DIANA TURBAY E-18,URBANA,17,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,ROSALES,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,ROSALES,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,ROSALES,URBANA,3,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,ROSALES,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,ROSALES,URBANA,33,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,URB MIRANDELA E-11,URBANA,23,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USAQUEN,VERBENAL E-1,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,PINAR DE LA FONTANA,URBANA,27,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,EL RINCON E-11,URBANA,8,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,BARRIO TIERRA LINDA,URBANA,9,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,JAVA II,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,VILLA DEL PRADO E-11,URBANA,8,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,PUERTAS DEL SOL,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,COLINA CAMPESTRE,URBANA,32,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,BULEVAR NIZA,URBANA,31,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,FONTANAR,URBANA,31,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,BUENOS AIRES E-19,URBANA,29,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,ROSALES,URBANA,11,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA FONTIBON,BARRIO ZONA FRANCA,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SAN CRISTOBAL,SAN VICENTE E-4,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA MARTIRES,LA SABANA E-14,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TUNJUELITO,SAN CARLOS E-6,URBANA,76,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,LOS ROSALES E-2,URBANA,6,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA FONTIBON,SALITRE,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA FONTIBON,HAYUELOS,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ENGATIVA,FLORIDA BLANCA,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA FONTIBON,SAN PABLO E-9,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TEUSAQUILLO,PALERMO,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SANTA FE,SAN DIEGO E-3,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,LA CARBONERA,URBANA,29,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ENGATIVA,VILLAS DE GRANADA,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,ANDALUCIA E-7,URBANA,28,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USAQUEN,CHICO NAVARRA,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CANDELARIA,LA CATEDRAL E-17,URBANA,37,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SANTA FE,EL CONSUELO E-3,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USME,PUERTA AL LLANO,URBANA,28,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SANTA FE,SAN DIEGO E-3,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,LAS ACACIAS,URBANA,8,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,PROVIDENCIA,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,MARIA PAZ E-8,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,PLAZA DE LAS AMERICAS,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,TECHO  E-8,URBANA,23,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,PATIO BONITO,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA RAFAEL URIBE,SAN JORGE,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ENGATIVA,QUIRIGUA,URBANA,29,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USME,LA FISCALA,URBANA,27,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,VILLA DELIA NORTE,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA FONTIBON,HB E-9,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BARRIOS UNIDOS,POLO CLUB,URBANA,24,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,GORGONZOLA E-16,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ANTONIO NARIÑO,LA FRAGUITA,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ANTONIO NARIÑO,VILLA MAYOR,URBANA,24,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SAN CRISTOBAL,SAN JOSE SUR,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,EL RETIRO,URBANA,9,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,CLASS  E-8,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BARRIOS UNIDOS,LA CASTELLANA,URBANA,17,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,ANTONIA SANTOS E-7,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,MIRAFLORES ALTO,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,CASTILLA  E-8,URBANA,29,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA MARTIRES,RICAURTE E-14,URBANA,11,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,LOS ALPES E-19,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CANDELARIA,BELEN E-17,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ANTONIO NARIÑO,RESTREPO,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TUNJUELITO,LAGUNETA E-6,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,PUENTE ARANDA,URBANA,6,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USME,USME,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,BARRIO LAS MARGARITAS,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,BARRIO LAS MARGARITAS,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,PORVENIR,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,PORVENIR,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,LA CORUÑA E-19,URBANA,28,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USME,RINCON,URBANA,11,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USME,USME,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TEUSAQUILLO,CHAPINERO OCCIDENTAL,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,TECHO,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SANTA FE,SAN DIEGO E-3,URBANA,24,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,VEREDA QUIBA E-19,RURAL,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,LOURDES,URBANA,5,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA FONTIBON,EL RECODO DEL PARQUE,URBANA,43,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA FONTIBON,SALITRE,URBANA,5,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TUNJUELITO,VENECIA E-6,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,EL LAGO,URBANA,5,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,NUEVO CHILE E-7,URBANA,28,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,CARBONELL  I,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,MARSELLA,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,AMBERES,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USME,SERRANIAS,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BARRIOS UNIDOS,JOSE JOAQUIN VARGAS,URBANA,17,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USAQUEN,NUEVO HORIZONTE,URBANA,31,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA RAFAEL URIBE,OLAYA,URBANA,29,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ENGATIVA,BOYACA REAL E-10,URBANA,59,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ANTONIO NARIÑO,POLICARPA,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SAN CRISTOBAL,SERAFINA E-4,URBANA,31,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA MARTIRES,SANTAFE,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BARRIOS UNIDOS,LA PATRIA,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA FONTIBON,CENTRO A,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,BOSA SAN MIGUEL,URBANA,28,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,CHAPINERO,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,TIMIZA,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TUNJUELITO,VENECIA BAJO E-6,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CANDELARIA,LA CATEDRAL E-17,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CIUDAD BOLIVAR,JUAN PABLO E-19,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TEUSAQUILLO,QUESADA E-13,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,ALCALA,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SAN CRISTOBAL,LA SIERRA E-4,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SANTA FE,SAGRADO CORAZON E-3,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USAQUEN,CALLEJA,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA FONTIBON,MONTEVIDEO,URBANA,24,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BARRIOS UNIDOS,12 DE OCTUBRE,URBANA,23,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA USAQUEN,ANDALUCIA,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,CHICO,URBANA,8,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA TEUSAQUILLO,GALERIAS,URBANA,27,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SUBA,VILLA DEL PRADO,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA PUENTE ARANDA,JAZMIN,URBANA,29,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA KENNEDY,TINTAL PLAZA,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA BOSA,PIAMONTE E-7,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ANTONIO NARIÑO,SAN ANTONIO,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA ENGATIVA,MARATU,URBANA,30,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA SANTA FE,SAGRADO CORAZON E-3,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CHAPINERO,CHICO,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA RAFAEL URIBE,SOCIEGO SUR E-18,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,,ESTACION DE POLICIA CANDELARIA,LAS AGUAS E-17,URBANA,13,ACTIVO
